0.450333 0.35198
0.458993 0.358159
0.467654 0.364308
0.476314 0.370425
0.484974 0.37651
0.493634 0.382562
0.502295 0.388582
0.510955 0.394569
0.519615 0.400523
0.528275 0.406443
0.536936 0.412329
0.545596 0.41818
0.554256 0.423998
0.562917 0.42978
0.571577 0.435528
0.580237 0.44124
0.588897 0.446917
0.597558 0.452558
0.606218 0.458163
0.614878 0.463731
0.623538 0.469264
0.632199 0.474759
0.640859 0.480218
0.649519 0.48564
0.658179 0.491025
0.66684 0.496373
0.6755 0.501683
0.68416 0.506956
0.69282 0.512191
0.701481 0.517388
0.710141 0.522547
0.718801 0.527669
0.727461 0.532752
0.736122 0.537797
0.744782 0.542804
0.753442 0.547773
0.762102 0.552703
0.770763 0.557595
0.779423 0.562448
0.788083 0.567263
0.796743 0.57204
0.805404 0.576778
0.814064 0.581478
0.822724 0.586139
0.831384 0.590761
0.840045 0.595345
0.848705 0.599891
0.857365 0.604398
0.866025 0.608867
0.874686 0.613298
0.883346 0.61769
0.892006 0.622045
0.900666 0.626361
0.909327 0.630639
0.917987 0.634879
0.926647 0.639081
0.935307 0.643245
0.943968 0.647372
0.952628 0.651461
0.961288 0.655512
0.969948 0.659526
0.978609 0.663503
0.987269 0.667443
0.995929 0.671345
1.00459 0.675211
1.01325 0.67904
1.02191 0.682833
1.03057 0.686589
1.03923 0.690308
1.04789 0.693992
1.05655 0.69764
1.06521 0.701251
1.07387 0.704828
1.08253 0.708368
1.09119 0.711874
1.09985 0.715344
1.10851 0.718779
1.11717 0.72218
1.12583 0.725546
1.13449 0.728878
1.14315 0.732175
1.15181 0.735439
1.16047 0.738669
1.16913 0.741865
1.17779 0.745028
1.18645 0.748158
1.19512 0.751254
1.20378 0.754318
1.21244 0.75735
1.2211 0.760349
1.22976 0.763317
1.23842 0.766252
1.24708 0.769156
1.25574 0.772028
1.2644 0.774869
1.27306 0.777679
1.28172 0.780459
1.29038 0.783207
1.29904 0.785926
1.3077 0.788615
1.31636 0.791273
1.32502 0.793903
1.33368 0.796502
1.34234 0.799073
1.351 0.801615
1.35966 0.804128
1.36832 0.806613
1.37698 0.809069
1.38564 0.811498
1.3943 0.813899
1.40296 0.816272
1.41162 0.818619
1.42028 0.820938
1.42894 0.82323
1.4376 0.825496
1.44626 0.827736
1.45492 0.829949
1.46358 0.832137
1.47224 0.834299
1.4809 0.836436
1.48956 0.838547
1.49822 0.840634
1.50688 0.842696
1.51554 0.844734
1.5242 0.846747
1.53286 0.848737
1.54153 0.850703
1.55019 0.852645
1.55885 0.854564
1.56751 0.85646
1.57617 0.858333
1.58483 0.860184
1.59349 0.862012
1.60215 0.863818
1.61081 0.865602
1.61947 0.867364
1.62813 0.869105
1.63679 0.870825
1.64545 0.872523
1.65411 0.874201
1.66277 0.875858
1.67143 0.877495
1.68009 0.879111
1.68875 0.880708
1.69741 0.882285
1.70607 0.883842
1.71473 0.88538
1.72339 0.886899
1.73205 0.888399
1.74071 0.88988
1.74937 0.891342
1.75803 0.892787
1.76669 0.894213
1.77535 0.895621
1.78401 0.897012
1.79267 0.898385
1.80133 0.899741
1.80999 0.901079
1.81865 0.902401
1.82731 0.903706
1.83597 0.904994
1.84463 0.906266
1.85329 0.907522
1.86195 0.908761
1.87061 0.909985
1.87928 0.911193
1.88794 0.912386
1.8966 0.913564
1.90526 0.914726
1.91392 0.915874
1.92258 0.917006
1.93124 0.918124
1.9399 0.919228
1.94856 0.920318
1.95722 0.921393
1.96588 0.922454
1.97454 0.923502
1.9832 0.924536
1.99186 0.925557
2.00052 0.926564
2.00918 0.927558
2.01784 0.92854
2.0265 0.929508
2.03516 0.930464
2.04382 0.931408
2.05248 0.932339
2.06114 0.933258
2.0698 0.934164
2.07846 0.935059
2.08712 0.935943
2.09578 0.936814
2.10444 0.937674
2.1131 0.938523
2.12176 0.939361
2.13042 0.940187
2.13908 0.941003
2.14774 0.941808
2.1564 0.942602
2.16506 0.943386
2.17372 0.944159
2.18238 0.944922
2.19104 0.945675
2.1997 0.946418
2.20836 0.947151
2.21703 0.947875
2.22569 0.948588
2.23435 0.949293
2.24301 0.949987
2.25167 0.950673
2.26033 0.951349
2.26899 0.952017
2.27765 0.952675
2.28631 0.953325
2.29497 0.953966
2.30363 0.954598
2.31229 0.955222
2.32095 0.955838
2.32961 0.956445
2.33827 0.957044
2.34693 0.957636
2.35559 0.958219
2.36425 0.958794
2.37291 0.959362
2.38157 0.959922
2.39023 0.960474
2.39889 0.961019
2.40755 0.961557
2.41621 0.962087
2.42487 0.96261
2.43353 0.963126
2.44219 0.963636
2.45085 0.964138
2.45951 0.964633
2.46817 0.965122
2.47683 0.965605
2.48549 0.96608
2.49415 0.966549
2.50281 0.967012
2.51147 0.967469
2.52013 0.967919
2.52879 0.968364
2.53745 0.968802
2.54611 0.969234
2.55477 0.969661
2.56344 0.970081
2.5721 0.970496
2.58076 0.970906
2.58942 0.971309
2.59808 0.971707
2.60674 0.9721
2.6154 0.972488
2.62406 0.97287
2.63272 0.973247
2.64138 0.973619
2.65004 0.973986
2.6587 0.974347
2.66736 0.974704
2.67602 0.975056
2.68468 0.975403
2.69334 0.975746
2.702 0.976083
2.71066 0.976417
2.71932 0.976745
2.72798 0.977069
2.73664 0.977389
2.7453 0.977704
2.75396 0.978015
2.76262 0.978322
2.77128 0.978624
2.77994 0.978923
2.7886 0.979217
2.79726 0.979507
2.80592 0.979794
2.81458 0.980076
2.82324 0.980355
2.8319 0.980629
2.84056 0.9809
2.84922 0.981168
2.85788 0.981431
2.86654 0.981691
2.8752 0.981947
2.88386 0.9822
2.89252 0.98245
2.90119 0.982696
2.90985 0.982938
2.91851 0.983178
2.92717 0.983414
2.93583 0.983647
2.94449 0.983876
2.95315 0.984103
2.96181 0.984326
2.97047 0.984546
2.97913 0.984763
2.98779 0.984978
2.99645 0.985189
3.00511 0.985398
3.01377 0.985603
3.02243 0.985806
3.03109 0.986006
3.03975 0.986203
3.04841 0.986398
3.05707 0.98659
3.06573 0.986779
3.07439 0.986966
3.08305 0.98715
3.09171 0.987331
3.10037 0.98751
3.10903 0.987687
3.11769 0.987861
3.12635 0.988033
3.13501 0.988203
3.14367 0.98837
3.15233 0.988535
3.16099 0.988698
3.16965 0.988858
3.17831 0.989016
3.18697 0.989172
3.19563 0.989326
3.20429 0.989478
3.21295 0.989628
3.22161 0.989776
3.23027 0.989921
3.23894 0.990065
3.2476 0.990207
3.25626 0.990347
3.26492 0.990485
3.27358 0.990621
3.28224 0.990755
3.2909 0.990887
3.29956 0.991018
3.30822 0.991147
3.31688 0.991274
3.32554 0.991399
3.3342 0.991523
3.34286 0.991645
3.35152 0.991765
3.36018 0.991884
3.36884 0.992001
3.3775 0.992116
3.38616 0.99223
3.39482 0.992343
3.40348 0.992454
3.41214 0.992563
3.4208 0.992671
3.42946 0.992778
3.43812 0.992883
3.44678 0.992986
3.45544 0.993089
3.4641 0.99319
3.47276 0.993289
3.48142 0.993387
3.49008 0.993484
3.49874 0.99358
3.5074 0.993674
3.51606 0.993767
3.52472 0.993859
3.53338 0.99395
3.54204 0.994039
3.5507 0.994128
3.55936 0.994215
3.56802 0.994301
3.57668 0.994386
3.58535 0.994469
3.59401 0.994552
3.60267 0.994633
3.61133 0.994714
3.61999 0.994793
3.62865 0.994872
3.63731 0.994949
3.64597 0.995026
3.65463 0.995101
3.66329 0.995175
3.67195 0.995249
3.68061 0.995321
3.68927 0.995393
3.69793 0.995464
3.70659 0.995533
3.71525 0.995602
3.72391 0.99567
3.73257 0.995737
3.74123 0.995804
3.74989 0.995869
3.75855 0.995934
3.76721 0.995998
3.77587 0.996061
3.78453 0.996123
3.79319 0.996184
3.80185 0.996245
3.81051 0.996305
3.81917 0.996364
3.82783 0.996423
3.83649 0.996481
3.84515 0.996538
3.85381 0.996594
3.86247 0.99665
3.87113 0.996705
3.87979 0.996759
3.88845 0.996813
3.89711 0.996866
3.90577 0.996919
3.91443 0.996971
3.9231 0.997022
3.93176 0.997073
3.94042 0.997123
3.94908 0.997173
3.95774 0.997222
3.9664 0.99727
3.97506 0.997318
3.98372 0.997365
3.99238 0.997412
4.00104 0.997458
4.0097 0.997504
4.01836 0.997549
4.02702 0.997594
4.03568 0.997639
4.04434 0.997683
4.053 0.997726
4.06166 0.997769
4.07032 0.997811
4.07898 0.997854
4.08764 0.997895
4.0963 0.997936
4.10496 0.997977
4.11362 0.998018
4.12228 0.998058
4.13094 0.998097
4.1396 0.998137
4.14826 0.998175
4.15692 0.998214
4.16558 0.998252
4.17424 0.99829
4.1829 0.998327
4.19156 0.998365
4.20022 0.998401
4.20888 0.998438
4.21754 0.998474
4.2262 0.99851
4.23486 0.998546
4.24352 0.998581
4.25218 0.998616
4.26084 0.998651
4.26951 0.998685
4.27817 0.998719
4.28683 0.998753
4.29549 0.998787
4.30415 0.99882
4.31281 0.998854
4.32147 0.998887
4.33013 0.998887
